run,type,module,name,attrname,attrvalue,value
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[94].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[942].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[944].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[946].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[948].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[950].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[952].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[954].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[956].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[958].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[960].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[96].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[962].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[964].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[966].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[968].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[970].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[972].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[974].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[976].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[978].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[980].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[98].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[982].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[984].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[986].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[988].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[990].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[992].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[994].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[996].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[998].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1000].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[10].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[100].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1002].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1004].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1006].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1008].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1010].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1012].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1014].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1016].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1018].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1020].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[102].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1022].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1024].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1026].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1028].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1030].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1032].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1034].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1036].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1038].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1040].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[104].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1042].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1044].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1046].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1048].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1050].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1052].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1054].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1056].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[1058].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[106].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[108].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[110].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[112].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[114].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[116].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[119].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[12].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[121].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[122].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[124].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[126].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[128].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[130].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[132].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[134].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[136].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[138].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[14].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[140].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[142].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[144].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[146].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[148].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[150].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[152].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[155].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[157].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[159].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[16].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[161].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[162].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[164].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[166].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[168].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[170].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[172].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[174].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[176].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[178].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[18].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[180].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[182].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[184].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[186].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[188].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[190].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[192].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[194].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[196].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.node[198].nic.phy80211p,ncollisions,,,0
General-3-20191214-17:13:38-11140,scalar,RSUExampleScenario.rsu[0].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[0].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[4].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[9].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[1].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[3].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[21].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[201].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[203].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[205].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[207].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[209].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[211].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[213].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[215].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[216].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[218].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[23].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[221].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[223].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[225].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[227].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[229].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[231].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[233].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[235].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[237].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[239].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[25].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[241].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[243].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[245].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[247].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[249].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[251].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[253].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[255].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[257].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[259].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[27].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[261].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[263].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[265].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[267].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[269].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[271].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[273].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[274].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[277].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[279].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[29].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[281].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[283].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[285].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[287].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[289].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[291].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[293].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[295].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[297].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[299].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[31].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[301].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[303].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[305].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[307].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[309].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[311].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[313].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[315].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[317].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[319].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[33].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[321].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[323].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[325].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[327].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[329].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[331].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[333].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[335].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[337].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[339].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[35].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[341].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[343].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[345].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[347].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[349].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[351].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[353].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[355].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[357].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[359].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[37].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[361].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[363].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[365].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[367].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[369].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[371].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[373].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[375].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[377].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[379].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[39].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[381].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[383].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[385].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[387].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[389].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[391].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[393].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[395].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[397].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[399].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[5].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[41].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[401].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[403].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[405].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[407].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[408].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[410].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[412].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[414].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[416].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[418].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[43].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[420].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[422].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[424].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[426].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[428].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[430].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[432].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[434].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[436].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[438].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[45].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[440].nic.phy80211p,ncollisions,,,0
